@id,@lon,@lat,name,phone,emergency,website,addr:street,addr:postcode
4982232721,21.4238693,41.9988648,,,,,,
5033108253,21.4191901,42.0005946,??????????????,,,,??????????????????,1000
5131832941,21.4276093,41.9948293,7 ?????????? ????????????????,+38923224000,,http://7.mk/skara-restoran/,???????? ??????????,1000
5224224121,21.4223088,41.9916485,Gostilnica Gurman,+38923176200,,,,1000
5289706561,21.4276864,41.9913338,Star Ocean,,,,,
5292130848,21.4149006,42.0005187,Fitness house,,,,,
5548809221,21.4366123,41.9995926,?????? ????????????????,,,,,
5572053321,21.4205747,42.0013292,?????????? ??????????,+38976219654,,,?????????? ??????????,1000
5624670966,21.4235595,42.0023813,?????? ???????? ??????,+38970250420,,,?????????????? ??????????????,1000
5624682355,21.4239655,42.0028235,??????????????????,,,,,
5624682357,21.4240111,42.0028813,?????????? ??????????,,,,,
5624682358,21.4240218,42.0030128,????????????????,,,,,
5626432520,21.4210921,42.0013712,??????????????,,,,,
5626433431,21.4214837,42.0014530,??????????,,,,,
5626433457,21.4206632,42.0010941,Zing,,,,,
5626433464,21.4210737,42.0012838,,,,,,
5626433480,21.4200490,42.0007591,?????????? ??????????,,,,,
5626433485,21.4210149,42.0012456,,,,,,
5626433502,21.4208615,42.0014888,?????? ????????,,,,,
5692608680,21.4236496,41.9990664,Gostilnica Estel,,,,,
5789449053,21.4361151,41.9995917,???????????? ??????????,,,,,
5807750050,21.4367281,41.9952880,,,,,,
5813417254,21.4200655,42.0009079,???????????? "?????????? ??????????",+38971279660,,,?????????? ??????????,1000
6032865286,21.4371953,42.0002786,P??ela,,,,,
6054048486,21.4378319,42.0021215,,,,,,
6054048700,21.4228991,41.9972228,,,,,,
6054050086,21.4207756,41.9946111,,,,,,
6054050099,21.4135121,41.9947932,????????????????,,,,,
6054050786,21.4142348,41.9986877,,,,,,
6102488864,21.4199442,41.9959518,Restoran Frosina,,,,,
6386335236,21.4362086,41.9996644,Kaj ????????,,,,,
6514996385,21.4383067,42.0025666,,,,,,
6781335887,21.4360459,41.9993190,Kebap??ilinica Rio,,,,,
6781337085,21.4383639,42.0018869,,,,,,
6788977446,21.4131738,41.9995518,Vega,,,,,
6796436088,21.4381319,42.0015097,??????????????,,,,,
6814231688,21.4364213,42.0006226,Tako mako,,,,,
6814231700,21.4372514,42.0003594,Ohrid,,,,,
6814231702,21.4285563,41.9969456,Markt kitchen,,,,,
6814231793,21.4374652,42.0002543,Sac,,,,,
6814236587,21.4224937,42.0019483,Skopsko,,,,,
6814236621,21.4385882,42.0021120,Palas,,,,,
6814245589,21.4219242,42.0017089,Schpajs,,,,,
6814246691,21.4364430,42.0005272,Don Giovanni,,,,,
6814246724,21.4373399,41.9999786,Concept,,,,,
6815434686,21.4382061,42.0016292,Plaset,,,,,
6815434689,21.4229663,41.9967339,,,,,,
6815434692,21.4384905,42.0020270,,,,,,
6815454785,21.4244578,41.9945241,??????????,,,,,
6815918386,21.4243264,41.9963262,Mosh,,,,,
6815931392,21.4186405,42.0026188,Metzka,,,,,
6821158588,21.4243092,41.9942446,Davidoff,,,,,
6827032731,21.4415279,42.0027517,Pizzeria Bik,,,,,
6827032733,21.4380383,42.0011296,Old Balkan,,,,,
6827076186,21.4371206,42.0025774,Kursumli An,,,,,
7027229685,21.4352029,41.9932950,???????????????? ????????????????,,,,,
7027229686,21.4283137,41.9963240,?????? ????????,,,,,
8745631651,21.4276555,41.9942708,Paradise Food,+389 76 424 104,,https://www.facebook.com/paradisefood.mk/,???????? ??????????,
8905635710,21.4408895,41.9909456,,,,,,
9200216340,21.4142957,42.0006689,Mexican street food,,,,,
9200216346,21.4171327,41.9970550,Boko,,,,,
1000000032674255,21.4190485,41.9923730,????????????????????,,,,?????????? ????????????,1000
1000000121390892,21.4237388,41.9953323,???????????????? 2 ????????????????,,,,???????????????????? ???????????????? ??????????????????,1000
1000000121511379,21.4226605,41.9973394,????????????,,,,??????????????,1000
1000000121511400,21.4220934,41.9962023,????????,,,,???????? ?????????????????? ??????????????,1000
1000000121511815,21.4222040,41.9951150,????,+38923214350,,,???????????????????? ???????????????? ??????????????????,1000
1000000121511817,21.4182853,41.9954805,??????????,,,,,1000
1000000122862785,21.4229760,41.9989973,??????????,,,,???????????? ??????????,1000
1000000176133887,21.4254482,41.9990189,,,,,,1000
1000000176147491,21.4239688,41.9996894,Sushi ????,+389 2 3217874,,http://www.sushico.mk,???????????? ??????????,1000
1000000176159879,21.4384354,41.9968367,?????????? ????????,+389 2 3131376,,http://starakuka.com.mk/,?????????? ??????????,1000
1000000176448667,21.4272510,41.9957135,?????????????? ??????????,,,,,1000
1000000189975234,21.4280854,41.9964227,,,,,,1000
1000000248508284,21.4260724,42.0015806,Sopotsko,,,,,1000
1000000279392654,21.4374003,41.9931176,K??????,,,,,1000
1000000305533452,21.4414850,41.9944607,???????????????? ??ej,,,,?????? 13 ??????????????,1000
1000000305647156,21.4145693,42.0000600,????????????,,,,?????????? ????????????????????,1000
1000000332382509,21.4296260,41.9891201,Od Nas Za Vas,,,,,1000
1000000357827837,21.4131896,41.9948411,????????????????,,,www.vodenicamulino.com.mk,,1000
1000000357827839,21.4129989,41.9948965,??????????,+389 2 3211011,,,???????????????????? ???????????????? ??????????????????,1000
1000000363752338,21.4198115,42.0010431,Skopski Merak,,,http://www.skopskimerak.mk/,??????????????,1000
1000000379896010,21.4403078,41.9899916,??????????????????,,,,,
1000000388871332,21.4259580,41.9898961,?????????? ????????,+389 2 6092650,,http://publicroom.org/contact.html,50-???? ????????????????,1000
1000000445237139,21.4391940,41.9895322,???? ????????,,,,,
1000000445237140,21.4394294,41.9897235,??????????,,,,,
1000000445237144,21.4393643,41.9896450,?????? ??????????,,,,,
1000000445837935,21.4379661,42.0011507,???????????????? 7,,,,,
1000000474873952,21.4287397,42.0013874,?????? ??????????????,,,,,
1000000477026719,21.4220947,42.0023254,??????????????,,,,,
1000000477026724,21.4221788,42.0020431,????????????,,,,,
1000000477325813,21.4202966,42.0009183,???????? ??????????,,,,,
1000000477325815,21.4204840,42.0015901,?????????? ??????????,,,,,
1000000477325816,21.4209447,42.0012484,????????????,,,,???????? ????????????????,1000
1000000477325818,21.4214709,42.0014088,??????????,,,,???????????????? ????????????,1000
1000000477325825,21.4222441,42.0016502,Kancelarija,,,,,
1000000477325827,21.4220786,42.0021418,????????,,,,,
1000000477325830,21.4222887,42.0021744,Ganza,,,,?????????? ????????????,
1000000477325836,21.4194824,42.0012248,Antica,,,,??????????????,1000
1000000482846770,21.4196416,42.0011236,,,,,,
